Numeric Value,Category Name,Sub
1404,Напиток На плодово- ягодных настоях ,11_12_2
1405,Напиток На цитрусовых настоях ,11_12_1
1406,Напиток сокосодержащий,11_3_4
1407,Пиво безалкогольное,11_12_6
1408,Сухие смеси для приготовления напитков,11_13_1
1409,Энергетичекий напиток безалкогольный,11_12_5
1410,Напитки порционные,11_3_5
1411,Сок Морковный ,11_2_2
1412,Сок Овощной ассорти,11_2_1
1413,Сок Томатный ,11_2_4
1414,Сок-пюре из фруктов (смузи),11_1_23
1415,Компот вишневый,11_4_4
1416,Компот из груш,11_4_5
1417,Компот из абрикосов,11_4_2
1418,Компот из ананасов,11_4_6
1419,Компот из ежевики,11_4_7
1420,Компот из черной смородины,11_4_10
1421,Компот из персиков,11_4_12
1422,Компот из сухофруктов,11_4_1
1423,Компот из фруктов и ягод,11_4_9
1424,Компот из ягод,11_4_8
1425,Компот из яблок,11_4_14
1426,Кисель из вишневого сока,11_5_2
1427,Кисель из клюквы,11_5_3
1428,Кисель из фруктов и ягод,11_5_1
1429,Кисель сухой,11_5_4
1430,Напитки из растительного сырья,11_5_5
1431,Напиток овсяный,11_5_6
1432,Квас Хлебный ,11_6_1
1433,Цикорий,11_10_5
1434,Чай без сахара,11_7_3
1435,Чай зеленый байховый ,11_8_4
1436,Чай зеленый листовой,11_8_3
1437,Чай на травах без сахара,11_7_4
1438,Чай с лимоном,11_7_5
1439,Чай с молоком,11_7_6
1440,Чай с сахаром,11_7_2
1441,Чай травяной для заваривания,11_8_5
1442,Чай холодный (напиток чайный с сах),11_7_1
1443,Чай черный байховый,11_8_1
1444,Чай черный листовой,11_8_2
1445,Кофе жареный в зернах ,11_10_4
1446,Кофе молотый,11_10_3
1447,Кофе растворимый,11_10_1
1448,Кофе растворимый с сухим молоком и сахаром ,11_10_2
1449,Кофе черный (без сахара),11_9_2
1450,Кофе черный (с сахаром) ,11_9_1
1451,Вода без газа,11_11_3
1452,Вода газированная,11_11_2
1453,Пиво светлое, с долей сухих в-в в исходном сусле ,11_14_1
1454,Пиво светлое, с долей сухих в-в в исходном сусле 20% ,11_14_2
1455,Пиво темное, с долей сухих в-в в исходном сусле ,11_14_3
1456,Медовуха,11_14_5
1457,Пиво темное, с долей сухих в-в в исходном сусле 20% ,11_14_4
1458,Сидр,11_14_6
1459,Вина ликерные ,11_15_9
1460,Вина полусладкие белые и красные (в т.ч. шампанское) ,11_15_3
1461,Вина полусухие белые и красные (в т.ч. шампанское) ,11_15_2
1462,Вина сухие белые и красные (в т.ч. шампанское) ,11_15_1
1463,Вина десертные ,11_15_8
1464,Вина полудесертные ,11_15_6
1465,Вина сладкие белые и красные (в т.ч. шампанское) ,11_15_4
1466,Коктейли алкогольные,11_15_7
1467,Настойка  крепкая,11_16_1
1468,Настойка  сладкая,11_16_2
1469,Настойка горькая ,11_16_3
1470,Ликер ,11_17_2
1471,Напиток винный с коньяком или спиртом,11_17_3
1472,Виски,11_19_1
1473,Коньяк, бренди, ром,11_18_1
1474,Водка ,11_21_1
1475,Джин, текила,11_20_1
1476,Сок Айвовый ,11_1_2
1477,Сок Мандариновый ,11_1_11
1478,Сок Сливовый ,11_1_13
1479,Сок Черносмородиновый ,11_1_14
1480,Сок Яблочно-Абрикосовый,11_1_24
1481,Сок Свекольный ,11_2_3
1482,Напиток Клюквенный,11_3_2
1483,Напиток Яблочный,11_3_3
1484,Компот из айвы,11_4_3
1485,Компот из черешни,11_4_13
1486,Минеральная вода,11_11_1
1487,Сухие концентраты из плодов и ягод,11_13_2
1488,Вина крепкие ,11_15_5
1489,Наливка,11_17_1
1490,Порошок  горчичный ,12_3_1
1491,Альгинат,12_3_11
1492,Уксус винный (3%) ,12_3_6
1493,Дрожжи  прессованные  (эргостерин) ,12_3_3
1494,Желатин ,12_3_10
1495,Разрыхлитель для теста,12_3_12
1496,Соль  поваренная  пищевая ,12_3_4
1497,Тузлук,12_3_5
1498,Уксус эссенция,12_3_8
1499,Уксус яблочный,12_3_7
1500,Аджика острая,12_2_28
1501,Ванилин,12_3_13
1502,Ванильный сахар,12_3_14
1503,Гвоздика сушен. молотая,12_1_12
1504,Горчица столовая,12_2_23
1505,Зира, приправа,12_1_17
1506,Имбирь сушен. Молотый,12_1_13
1507,Кетчуп томатный ,12_2_14
1508,Кориандр, приправа,12_1_15
1509,Корица, приправа,12_1_16
1510,Куркума  сушен. молотая,12_1_11
1511,Лавровый лист,12_1_10
1512,Лимонная кислота,12_3_9
1513,Лук сушенный,12_1_18
1514,Маринад  овощной  без  томата,12_2_22
1515,Мускатный орех молотый,12_1_14
1516,Остро-кислая паста с растительными жирами Том-ям,12_3_15
1517,Паприка сухая молотая,12_1_9
1518,Паста с растительными жирами ,12_3_16
1519,Перец белый,12_1_5
1520,Перец душистый,12_1_4
1521,Перец красный молотый,12_1_1
1522,Перец черный горошек,12_1_3
1523,Перец черный молотый,12_1_2
1524,Приправа сухая (смесь перцев и соли),12_1_6
1525,Приправа сухая (смесь перцев),12_1_7
1526,Приправа сухая (смесь трав и специй),12_1_8
1527,Соус  грибной,12_2_3
1528,Соус  из фруктов и ягод,12_2_11
1529,Соус  клюквенный ,12_2_12
1530,Соус  красный  основной,12_2_1
1531,Соус  майонез  со  сметаной,12_2_6
1532,Соус  овощной,12_2_13
1533,Соус  с  хреном,12_2_19
1534,Соус  томатный острый,12_2_15
1535,Соус  томатный,12_2_17
1536,Соус белый основной,12_2_2
1537,Соус другой нераспознанный,12_2_26
1538,Соус луковый,12_2_5
1539,Соус молочный,12_2_7
1540,Соус рыбный, устричный и из др морепродуктов,12_2_20
1541,Соус сладкий с овощами,12_2_27
1542,Соус сметанный,12_2_10
1543,Соус соевый,12_2_25
1544,Соус сырный,12_2_9
1545,Соус чесночный,12_2_4
1546,Соус чили,12_2_16
1547,Топинг,12_2_24
1548,Заправка для салата,12_2_21
1549,Соус  польский,12_2_8
1550,Соус черносмородиновый,12_2_18
1551,Мак ,12_3_2
1552,Пицца ассорти,13_2_1
1553,Пицца с грибами,13_2_2
1554,Пицца с морепродуктами,13_2_3
1555,Пицца с мясом или колбасой,13_2_4
1556,Пицца с сыром и томатами,13_2_5
1557,Гамбургер,13_1_1
1558,Жевательная резинка,13_5_7
1559,Кальмар соленый сушенный,13_5_4
1560,Картофель фри,13_5_1
1561,Лапша быстрого приготовления с сублимированным мясом и овощами,13_4_1
1562,Наггетсы и стрипсы куриные,13_5_3
1563,Сладкие снэки,13_5_6
1564,Смесь сухая для приготовления супа с бульоном,13_4_3
1565,Снэки,13_5_5
1566,Филе-о-фиш,13_1_3
1567,Хот-дог (сосиска в хлебе),13_1_4
1568,Чизбургер,13_1_2
1569,Чипсы картофельные,13_3_1
1570,Чипсы кукурузные,13_3_2
1571,Ролл с мясом, шаурма,13_5_2
1572,Бульонные кубики и сублимированный бульон,13_4_4
1573,Пюре быстрого приготовления с сублимированным мясом и овощами,13_4_2
1574,Чипсы ассорти,13_3_3
1575,Корм для других животных,14_1_3
1576,Корм для кошек,14_1_1
1577,Корм для собак,14_1_2
1578,Молочные  продукты для дет питания,15_1_7
1579,Молочные смеси сухие для дет питания,15_1_6
1580,Мясные консервы для дет питания,15_1_1
1581,Овощные консервы для дет питания,15_1_2
1582,Фруктовые консервы для дет питания,15_1_5
1583,Рыбные консервы для дет питания,15_1_4
1584,Печенье детское,15_1_8
1585,Каши для дет питания,15_1_3
1586,Несъедобное,16_1_1
